Taxpayer_Number,Taxpayer_Name,Taxpayer_Address,Taxpayer_City,Taxpayer_State,Taxpayer_Zip_Code,Taxpayer_Organizational_Type,Taxpayer_Organizational_Name,Record_Type_Code,Record_Type_Name,SOS_Charter_Date,SOS_Status_Date,Responsibility_Beginning_Date,DateTime
32073615299,TARMAC ASPHALT LLC,919 NORTH LOOP,HOUSTON,TX,77022,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/29/2020 0:00,2/29/2020 0:00,2/29/2020 0:00,3/25/2020 2:13
32073615273,TARMAC HOLDINGS LLC,919 NORTH LOOP,HOUSTON,TX,77022,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/29/2020 0:00,2/29/2020 0:00,2/29/2020 0:00,3/25/2020 2:13
32073606587,JUSTIFIED SOLAR LLC,710 BARKLEY ST UNIT B,HOUSTON,TX,77022,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/2/2020 0:00,3/2/2020 0:00,3/2/2020 0:00,3/25/2020 2:13
32073561667,J C DREAM HOMES OF TEXAS LLC,4525 NORTH FWY STE 109,HOUSTON,TX,77022,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/26/2020 0:00,2/26/2020 0:00,2/26/2020 0:00,3/25/2020 2:13
32073776372,LIFE MED CARE INC,4617 ARLINGTON ST STE B,HOUSTON,TX,77022,CT,Texas Profit,U,Secretary of State (SOS) File Number,3/18/2020 0:00,3/18/2020 0:00,3/18/2020 0:00,3/25/2020 2:13
32073020508,6205 JACKSON APTS LLC,403 NORTH LOOP E,HOUSTON,TX,77022,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/8/2020 0:00,1/8/2020 0:00,1/8/2020 0:00,3/25/2020 2:13
32073340526,AZCUSTOMS LLC,1410 E 32ND 1/2 ST,HOUSTON,TX,77022,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/7/2020 0:00,2/7/2020 0:00,2/7/2020 0:00,3/25/2020 2:13
32072986337,"IGLESIA CRISTIANA MONTE SANTO, INC.",1212 CROSSTIMBERS ST,HOUSTON,TX,77022,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32072435970,"ACQUISITIONS OF AMERICA, INC.",1212 CROSSTIMBERS ST,HOUSTON,TX,77022,CT,Texas Profit,U,Secretary of State (SOS) File Number,11/4/2019 0:00,11/4/2019 0:00,11/4/2019 0:00,3/25/2020 2:13
32072707147,"BE CONSTRUCTION & PARTNER, LLC",239 W TIDWELL RD STE D,HOUSTON,TX,77022,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/4/2019 0:00,12/4/2019 0:00,12/4/2019 0:00,3/25/2020 2:13
32072802492,"IGLESIA NUEVO PACTO PENTECOSTAL, INC.",1212 CROSSTIMBERS ST,HOUSTON,TX,77022,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32072971321,"BUBBLE MUTTS DOG WASH, INC.",1212 CROSSTIMBERS ST,HOUSTON,TX,77022,CT,Texas Profit,U,Secretary of State (SOS) File Number,12/27/2019 0:00,12/27/2019 0:00,12/27/2019 0:00,3/25/2020 2:13
32073662473,A.C EAGLE TRANSPORTATION LLC.,5539 LAWNDALE ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/4/2020 0:00,3/4/2020 0:00,3/4/2020 0:00,3/25/2020 2:13
32073179759,"KINETIC VIBEZ, LLC",5327 BELL ST APT 8,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/23/2020 0:00,1/23/2020 0:00,1/23/2020 0:00,3/25/2020 2:13
32072806451,JNTH REAL ESTATE LLC,3807 BROCK ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32073230156,"DEX ENTERPRISES, LLC",1001 TELEPHONE RD,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/24/2020 0:00,1/24/2020 0:00,1/24/2020 0:00,3/25/2020 2:13
32072375119,C.I.A. SUDS LLC,6755 GRIGGS RD,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32072453619,THE MOM SHOPPE LLC,5302 LINDSAY ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/4/2019 0:00,11/4/2019 0:00,11/4/2019 0:00,3/25/2020 2:13
32072504601,HGO TRANSPORTS LLC,8624 BUFORD ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/12/2019 0:00,11/12/2019 0:00,11/12/2019 0:00,3/25/2020 2:13
32073222179,"CHI LEGAL GROUP, LLC",6330 GULF FWY,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/27/2020 0:00,1/27/2020 0:00,1/27/2020 0:00,3/25/2020 2:13
32072504106,EL GARZA AND ASSOCIATES LLC,2901 TELEPHONE RD,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/12/2019 0:00,11/12/2019 0:00,11/12/2019 0:00,3/25/2020 2:13
32073189147,"CHI CAPITAL GROUP, LLC",6330 GULF FWY,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/23/2020 0:00,1/23/2020 0:00,1/23/2020 0:00,3/25/2020 2:13
32073189758,MEDICAL REIMBURSEMENTS OF TEXAS LLC,3601 TELEPHONE RD,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/23/2020 0:00,1/23/2020 0:00,1/23/2020 0:00,3/25/2020 2:13
32073311634,"TONGUE N CHEEK APPAREL, L.L.C.",6733 WILDWOOD WAY,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/3/2020 0:00,2/3/2020 0:00,2/3/2020 0:00,3/25/2020 2:13
32072933321,MONCHY'S LLC,719 TELEPHONE RD,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/29/2019 0:00,12/29/2019 0:00,12/29/2019 0:00,3/25/2020 2:13
32073202932,TEXAS SAFETY AND SUPPLY INC,7110 SANTIAGO ST,HOUSTON,TX,77023,CT,Texas Profit,U,Secretary of State (SOS) File Number,1/24/2020 0:00,1/24/2020 0:00,1/24/2020 0:00,3/25/2020 2:13
32073665716,"BUFFALO BAYOU FISHING CHAMPS, LLC",5648 BONSRELL ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/5/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,3/25/2020 2:13
32072995437,PASTEL HOSPITALITY LLC,5105 LINDSAY ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32073193115,EAST END ALLIANCE,6724 SYLVAN RD,HOUSTON,TX,77023,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/23/2020 0:00,1/23/2020 0:00,1/23/2020 0:00,3/25/2020 2:13
32073582473,CPN AUTO GROUP LLC,3703 TELEPHONE RD,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/27/2020 0:00,2/27/2020 0:00,2/27/2020 0:00,3/25/2020 2:13
32072746764,"HEY BABE XO BOUTIQUE, LLC.",1510 SCHARPE ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/9/2019 0:00,12/9/2019 0:00,12/9/2019 0:00,3/25/2020 2:13
32072806220,JNTH PROPERTIES LLC,3807 BROCK ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32073671151,READYSPACES MANAGEMENT LLC,5301 POLK ST BLDG 14,HOUSTON,TX,77023,CI,Limited Liability Company - Foreign,V,SOS Certificate of Authority (COA) File Number,3/2/2020 0:00,3/2/2020 0:00,3/2/2020 0:00,3/25/2020 2:13
32072780474,ANGELES TRANS LLC,2525 S WAYSIDE DR STE B,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/11/2019 0:00,12/11/2019 0:00,12/11/2019 0:00,3/25/2020 2:13
32072429726,"9677, LLC",5651 LAWSON ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/31/2019 0:00,10/31/2019 0:00,10/31/2019 0:00,3/25/2020 2:13
32073147012,CARTER ACADEMY PTO,6317 STILLWELL ST,HOUSTON,TX,77023,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/21/2020 0:00,1/21/2020 0:00,1/21/2020 0:00,3/25/2020 2:13
32072945366,"PIT STOP MOTOR WORK, INC",5301 POLK ST # G4,HOUSTON,TX,77023,CT,Texas Profit,U,Secretary of State (SOS) File Number,1/2/2020 0:00,1/2/2020 0:00,1/2/2020 0:00,3/25/2020 2:13
32072678900,HYPHEN BOUTIQUE CO.,619 CORAL ST,HOUSTON,TX,77023,CT,Texas Profit,U,Secretary of State (SOS) File Number,1/1/2020 0:00,1/1/2020 0:00,1/1/2020 0:00,3/25/2020 2:13
32072415691,1502 DUMBLE LLC,5105 LINDSAY ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/31/2019 0:00,10/31/2019 0:00,10/31/2019 0:00,3/25/2020 2:13
32072660437,M. O. W. CONSTRUCTION CONSORTIUM LLC,5000 GULF FWY BLDG 4,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/30/2019 0:00,11/30/2019 0:00,11/30/2019 0:00,3/25/2020 2:13
32072749719,"ACAPULCO BAR, INC.",7606 ERATH ST,HOUSTON,TX,77023,CT,Texas Profit,U,Secretary of State (SOS) File Number,12/9/2019 0:00,12/9/2019 0:00,12/9/2019 0:00,3/25/2020 2:13
32072679692,BETA PJ LLC,2403 AUBURNDALE ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
32072748927,INNOVATIVE PARTNERSHIPS INC,4425 MCKINNEY ST,HOUSTON,TX,77023,CT,Texas Profit,U,Secretary of State (SOS) File Number,12/9/2019 0:00,12/9/2019 0:00,12/9/2019 0:00,3/25/2020 2:13
32072749941,"LZONA ROAD, LLC",2616 TELEPHONE RD,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/9/2019 0:00,12/9/2019 0:00,12/9/2019 0:00,3/25/2020 2:13
32073022306,ER & N BUSINESS LLC,4429 POLK ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/8/2020 0:00,1/8/2020 0:00,1/8/2020 0:00,3/25/2020 2:13
32072519823,MEDINAS DISTRIBUTION INC,2247 DES JARDINES ST,HOUSTON,TX,77023,CT,Texas Profit,U,Secretary of State (SOS) File Number,11/11/2019 0:00,11/11/2019 0:00,11/11/2019 0:00,3/25/2020 2:13
32073273990,"REMAN AUTO SALES, LLC",5301 POLK ST BLDG 14,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/30/2020 0:00,1/30/2020 0:00,1/30/2020 0:00,3/25/2020 2:13
32073320080,CHARLIE BONES SERVICES LLC,2714 DONEY ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32073288287,"THE PEREZ CLAN, LLC",1903 HACKNEY ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/29/2020 0:00,1/29/2020 0:00,1/29/2020 0:00,3/25/2020 2:13
32072792958,HOUSTON TACTICAL AGENCY LLC.,4429 1/2 POLK ST,HOUSTON,TX,77023,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32072319315,PATRONS FOR NOTRE-DAME DE PARIS,10000 MEMORIAL DR STE 330 C/O THRASH,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32073671623,"FORZA PROPERTIES, LLC",790 W SAM HOUSTON PKWY N STE 2,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/6/2020 0:00,3/6/2020 0:00,3/6/2020 0:00,3/25/2020 2:13
32072318317,"RB BAY AREA, LLC",940 CORBINDALE RD,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072695037,"PATTEN TITLE HOLDINGS #5, LLC",790 W SAM HOUSTON PKWY N STE 202,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32072318010,"TREYWAY C-STORES, LLC",109 N POST OAK LN STE 300,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072337226,KM CONNECTIONS,12645 MEMORIAL DR STE F1,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
32072317517,DATR.IO LLC,361 N POST OAK LN APT 241,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072694915,"PATTEN TITLE HOLDINGS #6, LLC",790 W SAM HOUSTON PKWY N STE 202,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32072990586,LEARNING LEADING & LEARNING - LIMITED LIABILITY CO,801 TOWN AND COUNTRY LN # 426,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32072978656,FRANCISCO J GELPI MD PLLC,115 WARRENTON DR,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/3/2020 0:00,1/3/2020 0:00,1/3/2020 0:00,3/25/2020 2:13
32072338984,TRASH EXPRESS LLC,4151 SOUTHWEST FREEWAY,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32073337381,TREE HOUSE REAL ESTATE LLC,806 RIEDEL DR,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/5/2020 0:00,2/5/2020 0:00,2/5/2020 0:00,3/25/2020 2:13
32072335774,"STACEY ANDERSON LAW FIRM, PLLC",9525 KATY FWY STE 200,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32073315999,"CRITERIUM STRATEGIC SOLUTIONS, LLC",8751 CHATSWORTH DR,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/10/2020 0:00,2/10/2020 0:00,2/10/2020 0:00,3/25/2020 2:13
32073313226,"HAPNY, L.L.C.",11518 HABERSHAM LN,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32072319893,"CANEY CREEK ASSOCIATES, LLC",9013 MEMORIAL DR,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072324323,BLACKGOLD SPV V LP,109 N POST OAK LN STE 500_THE REDSTONE B,HOUSTON,TX,77024,PL,Unknown,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072329322,"KEL INDUSTRIES, LP",790 W SAM HOUSTON PKWY N STE 2,HOUSTON,TX,77024,PL,Unknown,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32073672415,SAMANTHA PROPERTIES LLC,8839 HARNESS CREEK LN,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/6/2020 0:00,3/6/2020 0:00,3/6/2020 0:00,3/25/2020 2:13
32072329355,"KELENERGY, INC.",790 W SAM HOUSTON PKWY N STE 2,HOUSTON,TX,77024,CT,Texas Profit,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32073312798,"PETROPLEX PROPERTIES II, LLC",10497 TOWN AND COUNTRY WAY STE 930,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32072324307,BLACKGOLD SPV GP V LP,109 N POST OAK LN STE 500 THE REDSTONE B,HOUSTON,TX,77024,PL,Unknown,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072704995,SOUTHWEST IGLESIA DE CRISTO,9821 KATY FWY STE 110,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
32072330437,"RETREAT AT WESTVIEW TERRACE COMMUNITY ASSOCIATION,",720 N POST OAK RD STE 140,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32072324299,BLACKGOLD SPV CAPITAL ADVISORS GP V LLC,109 N POST OAK LN STE 500_THE REDSTONE B,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/22/2019 0:00,10/22/2019 0:00,10/22/2019 0:00,3/25/2020 2:13
32072330957,"OUTSOURCED GENERAL COUNSEL, PLLC",10729 BEINHORN RD,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
32073313820,"THE PARK AT 1788 SOUTH II, LLC",10497 TOWN AND COUNTRY WAY STE 930,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/4/2020 0:00,2/4/2020 0:00,2/4/2020 0:00,3/25/2020 2:13
32072985735,TRANSFORMATIONS BY DALLAS - FT. WORTH  ANGELS,790 W SAM HOUSTON PKWY N STE 202,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32072989596,HOUSTON ATTACHMENTS LLC,730 N POST OAK RD STE 100,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32072985727,TRANSFORMATIONS BY HOUSTON ANGELS,790 W SAM HOUSTON PKWY N STE 202,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32072989604,AMERICAN LIMOUSINE LLC,12633 MEMORIAL DR APT 197,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/7/2020 0:00,1/7/2020 0:00,1/7/2020 0:00,3/25/2020 2:13
32072985719,TRANSFORMATIONS BY AMARILLO ANGELS,790 W SAM HOUSTON PKWY N STE 202,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/6/2020 0:00,1/6/2020 0:00,1/6/2020 0:00,3/25/2020 2:13
32073741954,TECHPOWER LLC,150 W SAM HOUSTON PKWY N APT 1220,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/13/2020 0:00,3/13/2020 0:00,3/13/2020 0:00,3/25/2020 2:13
32073666524,DYSON CO. MANAGEMENT GROUP LLC,7100 OLD KATY RD APT 5302,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/5/2020 0:00,3/5/2020 0:00,3/5/2020 0:00,3/25/2020 2:13
32072346730,"BBEMARLA, LLC",11510 CALICO LN,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/24/2019 0:00,10/24/2019 0:00,10/24/2019 0:00,3/25/2020 2:13
32073327952,"JB SL MANAGEMENT, LLC",109 N POST OAK LN STE 300,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/5/2020 0:00,2/5/2020 0:00,2/5/2020 0:00,3/25/2020 2:13
32072794988,"SOUTHERN SKY AVIATION, LLC",10497 TOWN AND COUNTRY WAY STE 930,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32072335550,"CLV PARTNERS, LLC",9545 KATY FWY STE 410,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/23/2019 0:00,10/23/2019 0:00,10/23/2019 0:00,3/25/2020 2:13
32072694782,"PATTEN TITLE HOLDINGS #7, LLC",790 W SAM HOUSTON PKWY N STE 202,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32072368932,ROBERT SCHUDY DDS PLLC,11123 WICKDALE DR,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,10/25/2019 0:00,10/25/2019 0:00,10/25/2019 0:00,3/25/2020 2:13
32072694733,"PATTEN TITLE HOLDINGS #8, LLC",790 W SAM HOUSTON PKWY N STE 202,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/3/2019 0:00,12/3/2019 0:00,12/3/2019 0:00,3/25/2020 2:13
32072558516,"WESTPARK SK, LLC",820 GESSNER RD STE 1200,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/14/2019 0:00,11/14/2019 0:00,11/14/2019 0:00,3/25/2020 2:13
32073224993,"8900 POINT SIX CIRCLE, LLC",14025 355 BUNKER HILL RD,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,2/1/2020 0:00,2/1/2020 0:00,2/1/2020 0:00,3/25/2020 2:13
32073688601,SULTANPEPPER LLC,303 MEMORIAL CITY WAY # 730,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/9/2020 0:00,3/9/2020 0:00,3/9/2020 0:00,3/25/2020 2:13
32072670881,"POSSE BURKTEX GP, LLC",9805 KATY FWY STE 500,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/26/2019 0:00,11/26/2019 0:00,11/26/2019 0:00,3/25/2020 2:13
32073230420,"BCF ASSOCIATES WHITNEY-LAVERNE 2, LLC",11641 BLALOCK FOREST ST,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/24/2020 0:00,1/24/2020 0:00,1/24/2020 0:00,3/25/2020 2:13
32072555645,"PER THE PLANS R & R, LLC",9601 KATY FWY STE 440,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/15/2019 0:00,11/15/2019 0:00,11/15/2019 0:00,3/25/2020 2:13
32073687751,"49 FORD PICKUP, LP",8803 GAYLORD DR,HOUSTON,TX,77024,PL,Unknown,U,Secretary of State (SOS) File Number,3/9/2020 0:00,3/9/2020 0:00,3/9/2020 0:00,3/25/2020 2:13
32073232541,KONIG LLC,12231 MOSSYCUP DR,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/24/2020 0:00,1/24/2020 0:00,1/24/2020 0:00,3/25/2020 2:13
32072803011,"JAMESTOWN FARM, L.L.C.",10701 OLD COACH LN,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/13/2019 0:00,12/13/2019 0:00,12/13/2019 0:00,3/25/2020 2:13
32073238720,"CORNER GREEN, LLC",109 N POST OAK LANE,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,1/28/2020 0:00,1/28/2020 0:00,1/28/2020 0:00,3/25/2020 2:13
32072675500,"R3 ASSOCIATES, LLC",8588 KATY FWY STE 424,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,11/26/2019 0:00,11/26/2019 0:00,11/26/2019 0:00,3/25/2020 2:13
32073242888,SUHBAH FOUNDATION,12633 MEMORIAL DR,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/28/2020 0:00,1/28/2020 0:00,1/28/2020 0:00,3/25/2020 2:13
32073729348,"SHAMROCK TREK, LLC",705 COUNTRY LN,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,3/12/2020 0:00,3/12/2020 0:00,3/12/2020 0:00,3/25/2020 2:13
32073243365,MEMORIAL HERMANN HOSPITAL BASED PHYSICIAN GROUP,929 GESSNER RD STE 2582,HOUSTON,TX,77024,CN,Texas Non-Profit,U,Secretary of State (SOS) File Number,1/28/2020 0:00,1/28/2020 0:00,1/28/2020 0:00,3/25/2020 2:13
32072817367,"POCO ENCANTADO, LLC",800 TOWN AND COUNTRY BLVD STE 210,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/16/2019 0:00,12/16/2019 0:00,12/16/2019 0:00,3/25/2020 2:13
32073034863,LEMZ REALTY LIMITED PARTNERSHIP,820 GESSNER RD STE 1700,HOUSTON,TX,77024,PL,Unknown,U,Secretary of State (SOS) File Number,1/9/2020 0:00,1/9/2020 0:00,1/9/2020 0:00,3/25/2020 2:13
32072677084,PRACHT INSURANCE AGENCY LLC,8955 KATY FWY STE 110,HOUSTON,TX,77024,CL,Limited Liability Company - Texas,U,Secretary of State (SOS) File Number,12/2/2019 0:00,12/2/2019 0:00,12/2/2019 0:00,3/25/2020 2:13
